label	statement
1	61 percent of non-tea party Republicans actually agree...there is solid evidence the earth is warming, ...[but] 70 percent of tea partiers, contrarily, say there is no solid evidence the earth is warming.
1	"Barack Obama is ""the only candidate who doesn't take a dime from oil company PACs or lobbyists."""
1	I've seen (life) from the factory floor when I was working the graveyard shift ...and I'd be ankle-deep in water at the Murray Ohio bicycle plant where I was running a machine that was so loud I couldn't hear myself yell if I wanted to.
0	Theres no plan from Senate Democrats or the White House to replace the sequester.
1	We have seen hate crimes skyrocket in the wake of the immigration debate.
1	It would be illegal for the Fulton County Commission to raise the county tax rate.
0	Justice John Roberts Signed Off On Obamas Arrest For Treason.
1	Says Gov. Rick Scott cut state funding for PBS.
0	Says its absurd to say theres enough data to establish a link between playing football and Chronic Traumatic Encephalopathy.
1	Weve seen our deficits cut by two-thirds.
1	How many concerts would Taylor Swift have to perform to pay off one day of interest on our national debt? She would have to perform every day for three years.
0	Obama regime planned the influx of illegal alien children at the border.
0	A YouGov.com poll shows 71 percent of Obama voters regret voting for him.
1	The so-called doc fix in the fiscal cliff deal will cut payments for treating illnesses disproportionately impacting minorities, including end stage renal disease and diabetes.
1	"Eliminating earmarks ""would make barely a drop in the bucket with regard to the national debt, the deficit."""
1	"The church Barack Obama belongs to has a ""nonnegotiable commitment to Africa."""
1	One-third of all bank tellers (are) on public assistance.
1	"Barack Obama ""passed laws moving people from welfare to work."""
1	There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant.
1	Says the 2014-15 Texas budget increases spending by less than the rate of inflation and population growth.
1	About 70 percentof Republicans nationwide ...dont think Donald Trump is the right guy to take on Hillary Clinton in November.
1	$120,000 will be spent by taxpayers on Charlie Crists political photo-op special session.
1	A tax plan promoted by North Carolina Senate candidate Thom Tillis will overwhelmingly benefit the wealthy.
1	Florida sends $135 billion and D.C. returns $150 billion.
1	A lot of what (Cubas) survival depends on is Venezuelan oil money, which is drying up.
1	In her nearly decade and (a) half in Congress, Tammy Baldwin has sponsored 105 bills. Only three have been enacted into law.
1	Says Minnesota has more Fortune 500 companies than Oregon and one of the most obvious differences is theyve invested in their schools.
0	Says Hillary Clinton wrote,I believe the primary role of the state is to teach, train and raise children. Parents have a secondary role.
1	Poverty among Americans 65 and over is statistically unchanged in recent years because of Social Security.
1	Says Bernie Sanders voted for regime change with respect to Libya.
1	Says MarcoRubio voted to slash school funding by billions of dollars and would eliminate the Department of Education.
0	Texas this fiscal year will have more money in reserve than the other 49 states combined.
1	The number of African-American men in prison has increased fivefold since he left office.
1	The top man at Yale Law School came out ... with just a raging report about former HP CEO Carly Fiorina,saying she isone of the worst executives in his memory in history running the company.
1	College tuition rates in Texas jumped by 55% since 2003.
1	As a percentage of our gross domestic product, the defense budget remains just 3.6 percent. This figure is low by all historical standards.
0	I asked (then-Secretary of State Condoleezza Rice) how many people had died and she did not know the answer to that question.
1	Not a single banker, a CEO from Wall Street, anyone from corporate America nobody, (there was) not one arrest of any of these people who brought down the economy in 2008.
1	"Huckabee ""was one of the highest taxing governors that we had in this country and rivaling Bill Clinton in terms of the Cato ratings."""
1	In 2008 (Mandel) was re-elected to a second term, representing a district with a 2:1 Democrat to Republican voter ratio.
1	One of the most recent polls said 75 percent of the American people have said either don't do anything or start over (on health care reform).
